customer_id,age,income,spending_score,savings,height_cm,weight_kg,gender,city,education,date,purchase_amount
374,26,56397,70,7317,190,69,Female,New York,Bachelor,2024-01-09,30375
375,60,106145,41,43856,155,99,Male,London,PhD,2024-01-10,38052
376,56,58709,68,46714,186,87,Female,New York,Bachelor,2024-01-11,30963
377,46,81120,13,27649,159,73,Female,Stockholm,Master,2024-01-12,24556
378,59,39250,49,24132,189,59,Female,Stockholm,PhD,2024-01-13,21362
379,43,41172,60,17789,156,81,Female,Stockholm,High School,2024-01-14,26526
380,52,31555,2,15567,188,101,Male,Nairobi,PhD,2024-01-15,16224
381,42,107410,60,15868,187,64,Male,New York,Bachelor,2024-01-16,32762
382,41,98617,5,25370,170,86,Male,Stockholm,High School,2024-01-17,28816
383,30,73276,44,43533,169,69,Male,New York,PhD,2024-01-18,24656
384,24,77492,27,31483,152,52,Female,London,PhD,2024-01-19,28393
385,53,73002,32,13466,171,86,Male,London,PhD,2024-01-20,28532
386,62,109599,21,29803,196,106,Male,Stockholm,PhD,2024-01-21,30785
387,37,92355,8,19230,153,89,Male,New York,High School,2024-01-22,28845
388,18,111248,72,18862,177,57,Male,Stockholm,Bachelor,2024-01-23,30474
389,25,44762,50,44355,161,89,Female,London,PhD,2024-01-24,25638
390,63,31046,67,32259,187,93,Male,Stockholm,High School,2024-01-25,13451
391,33,116999,44,34539,185,105,Female,New York,Bachelor,2024-01-26,39779
392,31,48769,58,22909,196,72,Male,London,PhD,2024-01-27,18882
393,29,73302,3,31795,190,89,Female,Nairobi,Bachelor,2024-01-28,28020
394,40,43150,86,9770,154,60,Female,London,Bachelor,2024-01-29,7357
395,32,88247,70,12093,162,95,Male,Nairobi,High School,2024-01-30,33391
396,45,24853,2,47571,172,57,Male,Stockholm,Bachelor,2024-01-31,7126
397,51,114613,87,1193,199,78,Male,Stockholm,High School,2024-02-01,40815
398,19,109399,44,35775,179,79,Male,New York,PhD,2024-02-02,45850
399,49,41792,2,18569,186,105,Female,Nairobi,Bachelor,2024-02-03,8300
400,40,79129,81,12190,174,109,Female,Stockholm,Bachelor,2024-02-04,35697
401,39,94478,35,43752,197,59,Male,Nairobi,Master,2024-02-05,33624
402,42,87298,98,33327,176,88,Male,Stockholm,PhD,2024-02-06,42296
403,39,51987,87,43070,163,77,Female,London,PhD,2024-02-07,20960
404,39,35850,30,21389,197,98,Male,Stockholm,Master,2024-02-08,10090
405,59,32112,8,41197,196,85,Female,New York,Master,2024-02-09,15913
406,23,44058,22,3261,185,62,Male,London,High School,2024-02-10,17544
407,32,65420,44,29369,188,81,Female,New York,High School,2024-02-11,16301
408,60,58890,58,27512,165,85,Female,London,Bachelor,2024-02-12,20770
409,54,86017,36,7716,171,86,Female,Nairobi,Bachelor,2024-02-13,31337
410,50,67304,69,22259,170,75,Female,New York,Bachelor,2024-02-14,31280
411,25,52921,77,29933,170,71,Female,Stockholm,Bachelor,2024-02-15,20180
412,61,21524,93,42689,157,53,Male,Nairobi,High School,2024-02-16,1185
413,61,35048,31,5378,198,80,Female,Stockholm,PhD,2024-02-17,16230
414,22,55111,47,41583,165,67,Male,London,Bachelor,2024-02-18,15131
415,56,57904,55,47546,180,87,Female,London,PhD,2024-02-19,12784
416,21,74912,80,20835,191,73,Female,Stockholm,Bachelor,2024-02-20,16311
417,23,54008,62,30033,159,105,Male,Stockholm,Master,2024-02-21,26472
418,62,20060,30,25000,181,72,Male,Nairobi,Bachelor,2024-02-22,9661
419,49,94666,55,46496,183,71,Male,Stockholm,Bachelor,2024-02-23,32771
420,47,103559,16,11332,158,51,Male,New York,Bachelor,2024-02-24,39612
421,64,75337,12,43604,166,80,Female,New York,High School,2024-02-25,26987
422,52,33350,17,3800,160,104,Male,Stockholm,Master,2024-02-26,19786
423,57,44354,16,30538,181,60,Female,New York,Bachelor,2024-02-27,7942
424,33,65186,12,31119,159,77,Male,Stockholm,Bachelor,2024-02-28,20583
425,30,48145,8,9333,171,95,Male,Nairobi,PhD,2024-02-29,7159
426,59,54020,84,6410,166,81,Female,New York,Master,2024-03-01,23459
427,47,106123,3,18839,153,54,Female,New York,Bachelor,2024-03-02,30893
428,36,95186,16,31519,197,87,Male,Stockholm,PhD,2024-03-03,33288
429,34,105469,30,6808,196,59,Female,New York,PhD,2024-03-04,34868
430,36,40581,23,7796,174,89,Female,London,High School,2024-03-05,17591
431,45,108929,92,22180,170,95,Female,Nairobi,PhD,2024-03-06,45395
432,43,43051,5,44056,186,73,Female,Nairobi,Bachelor,2024-03-07,24189
433,54,71474,84,18709,187,84,Female,New York,High School,2024-03-08,28265
434,43,111748,65,18543,198,93,Female,New York,High School,2024-03-09,35319
435,40,89626,30,38418,150,97,Female,London,Bachelor,2024-03-10,31118
436,26,26960,21,30075,174,109,Female,London,Master,2024-03-11,6176
437,29,55772,84,38755,185,72,Male,New York,PhD,2024-03-12,32541
438,18,41520,70,48968,166,66,Female,New York,High School,2024-03-13,18039
439,18,69481,22,38465,190,50,Male,London,Master,2024-03-14,20216
440,64,56408,82,31502,173,104,Female,Stockholm,Bachelor,2024-03-15,22765
441,51,114006,72,17724,151,80,Female,London,PhD,2024-03-16,44993
442,49,77134,32,4828,189,80,Female,Stockholm,PhD,2024-03-17,25551
443,42,40491,33,18087,164,91,Female,Nairobi,High School,2024-03-18,12238
444,57,21341,16,13605,181,106,Male,Nairobi,PhD,2024-03-19,16329
445,62,64623,76,32337,188,104,Male,London,PhD,2024-03-20,22706
446,18,110327,38,6482,155,91,Female,Stockholm,PhD,2024-03-21,37075
447,33,20338,98,28005,150,102,Male,London,PhD,2024-03-22,19162
448,56,91431,14,23760,196,105,Female,London,Bachelor,2024-03-23,20672
449,22,32254,36,6463,172,83,Female,Stockholm,Master,2024-03-24,15677
450,39,71860,97,47628,188,58,Male,London,Bachelor,2024-03-25,25982
451,46,31344,23,5912,166,71,Male,Nairobi,Bachelor,2024-03-26,15817
452,20,21750,66,5648,183,62,Female,New York,High School,2024-03-27,8311
453,29,74756,85,34623,190,74,Female,New York,PhD,2024-03-28,34390
454,43,87957,2,36634,178,97,Male,London,Bachelor,2024-03-29,32116
455,33,78053,91,45602,158,67,Female,Stockholm,PhD,2024-03-30,36823
456,54,90855,73,4112,162,100,Male,Stockholm,Bachelor,2024-03-31,35813
457,39,35896,65,23054,155,61,Female,Nairobi,Bachelor,2024-04-01,16112
458,46,75761,75,5492,155,89,Female,Stockholm,High School,2024-04-02,27346
459,31,82552,67,23207,169,66,Male,Stockholm,Master,2024-04-03,38820
460,45,97454,52,16114,152,64,Male,Nairobi,Master,2024-04-04,30938
461,22,110600,62,35285,166,91,Male,London,Bachelor,2024-04-05,34194
462,64,47935,23,17018,198,64,Female,New York,High School,2024-04-06,20007
463,47,57641,26,22386,161,64,Female,Nairobi,PhD,2024-04-07,15911
464,63,49711,68,18740,197,104,Female,London,PhD,2024-04-08,16962
465,22,90342,82,45199,196,88,Female,Nairobi,Bachelor,2024-04-09,28084
466,29,32182,55,9210,194,62,Male,London,Master,2024-04-10,12740
467,33,107833,6,45363,150,66,Female,Nairobi,High School,2024-04-11,32536
468,43,76276,35,46639,166,81,Female,London,Master,2024-04-12,27598
469,43,39541,22,13743,152,58,Female,Nairobi,PhD,2024-04-13,18818
470,38,114457,43,43092,175,89,Male,London,Master,2024-04-14,41271
471,56,102310,15,45299,164,69,Female,Nairobi,PhD,2024-04-15,31238
472,53,64813,86,7588,185,75,Female,New York,High School,2024-04-16,27052
473,50,57198,60,4311,181,76,Male,New York,High School,2024-04-17,25710
474,47,28820,12,23432,181,70,Female,Stockholm,Bachelor,2024-04-18,16208
475,54,44070,49,34755,153,67,Female,London,Bachelor,2024-04-19,18752
476,40,89768,42,4321,167,62,Male,Nairobi,Master,2024-04-20,28784
477,27,31122,38,16812,198,65,Female,London,High School,2024-04-21,8172
478,22,100559,82,38383,168,58,Female,New York,High School,2024-04-22,31141
479,53,93543,45,49280,192,61,Female,London,Bachelor,2024-04-23,35894
480,51,103441,35,14146,184,93,Male,Nairobi,PhD,2024-04-24,37422
481,48,61786,30,14654,189,87,Female,London,Master,2024-04-25,24422
482,27,114934,88,36820,163,68,Female,Nairobi,Master,2024-04-26,42636
483,36,119804,30,1726,182,109,Male,New York,Bachelor,2024-04-27,45975
484,49,26737,78,4760,163,56,Male,New York,High School,2024-04-28,13400
485,18,56062,6,23190,183,106,Female,New York,Bachelor,2024-04-29,22194
486,22,74237,67,2875,153,84,Female,Stockholm,Bachelor,2024-04-30,28777
487,62,71571,80,24377,173,97,Female,New York,Bachelor,2024-05-01,26429
488,21,45510,7,47737,178,67,Female,London,Bachelor,2024-05-02,17315
489,33,39426,52,5033,168,65,Male,Stockholm,PhD,2024-05-03,19075
490,41,57265,14,39211,155,104,Female,New York,PhD,2024-05-04,20364
491,33,37850,73,18373,182,88,Male,London,High School,2024-05-05,19061
492,19,86150,15,4744,198,53,Male,London,Bachelor,2024-05-06,27155
493,45,107312,21,25995,189,108,Female,London,PhD,2024-05-07,46235
494,49,109613,35,17977,168,74,Female,Nairobi,High School,2024-05-08,42305
495,44,94910,66,33402,150,81,Male,Stockholm,Bachelor,2024-05-09,38687
496,37,72375,91,35542,154,89,Male,London,Master,2024-05-10,31371
497,41,55435,2,11651,176,62,Female,Nairobi,PhD,2024-05-11,21866
498,29,116443,35,34703,165,94,Male,New York,High School,2024-05-12,41022
499,52,77132,82,14395,155,66,Female,London,Master,2024-05-13,31470
500,50,98945,78,30808,189,98,Female,Nairobi,Bachelor,2024-05-14,35965
501,50,102050,20,37576,162,86,Male,London,Bachelor,2024-05-15,32210
502,60,115402,82,17715,197,55,Male,Stockholm,Bachelor,2024-05-16,26968
503,54,22983,10,45409,184,68,Female,Stockholm,PhD,2024-05-17,8947
504,29,117241,25,25306,168,62,Male,New York,High School,2024-05-18,35229
505,20,40662,66,20086,161,106,Female,London,Master,2024-05-19,26761
506,18,43510,25,15376,165,109,Female,Nairobi,High School,2024-05-20,15649
507,50,98187,54,6889,192,75,Female,New York,PhD,2024-05-21,28911
508,57,60998,33,38822,159,63,Male,London,High School,2024-05-22,21349
509,27,76846,36,37636,174,80,Female,New York,PhD,2024-05-23,21423
510,60,114071,95,21584,169,103,Female,Nairobi,Bachelor,2024-05-24,46088
511,61,26640,14,35610,180,53,Female,New York,Master,2024-05-25,10846
512,46,64547,65,11058,153,109,Female,New York,Bachelor,2024-05-26,30653
513,30,74620,80,10101,193,88,Female,New York,High School,2024-05-27,26431
514,29,35317,54,13497,172,57,Female,London,Bachelor,2024-05-28,16165
515,48,27564,52,5658,151,74,Female,Nairobi,Master,2024-05-29,6644
516,63,47345,3,12381,171,62,Female,Stockholm,Bachelor,2024-05-30,18010
517,19,114223,99,41312,186,81,Female,London,Master,2024-05-31,46761
518,52,99273,41,41486,157,108,Female,Stockholm,Master,2024-06-01,36360
519,40,94859,6,47619,156,87,Female,Stockholm,Bachelor,2024-06-02,29065
520,34,100765,25,18154,163,87,Male,London,PhD,2024-06-03,34803
521,43,94038,13,20539,152,105,Female,London,High School,2024-06-04,37533
522,25,72393,98,12777,199,77,Female,Nairobi,PhD,2024-06-05,30092
523,46,86081,8,35396,165,102,Female,Nairobi,PhD,2024-06-06,27317
524,43,49430,21,31373,168,79,Male,New York,Bachelor,2024-06-07,11498
525,27,95532,98,34154,167,52,Female,Stockholm,High School,2024-06-08,34118
526,43,47788,68,7031,165,77,Male,Nairobi,High School,2024-06-09,21625
527,51,115505,25,28997,157,52,Female,New York,PhD,2024-06-10,42671
528,58,68543,79,7439,182,94,Female,Nairobi,Bachelor,2024-06-11,27181
529,24,33919,68,23785,198,103,Male,London,High School,2024-06-12,15796
530,21,89346,45,14392,161,83,Female,Nairobi,PhD,2024-06-13,29269
531,62,116122,60,29669,160,65,Male,Stockholm,High School,2024-06-14,38162
532,28,59974,12,29939,154,71,Male,Nairobi,Bachelor,2024-06-15,20667
533,46,36371,32,3282,176,81,Female,Stockholm,Bachelor,2024-06-16,6625
534,53,65084,96,35624,161,87,Female,London,Bachelor,2024-06-17,35529
535,42,49629,92,49438,166,57,Female,Stockholm,High School,2024-06-18,20761
536,38,71184,13,25364,155,104,Female,Nairobi,Master,2024-06-19,26264
537,53,81916,31,2998,182,57,Male,New York,High School,2024-06-20,21324
538,27,93972,78,32705,154,106,Male,London,Master,2024-06-21,39335
539,54,82187,20,39244,177,55,Female,Nairobi,Bachelor,2024-06-22,30015
540,26,32984,18,10428,163,63,Male,London,PhD,2024-06-23,13616
541,41,53039,93,38437,154,81,Male,London,Master,2024-06-24,20239
542,52,105431,60,13336,182,84,Female,Nairobi,Bachelor,2024-06-25,38877
543,52,103691,63,10342,199,59,Male,Nairobi,Bachelor,2024-06-26,31492
544,53,78606,6,40832,197,52,Male,New York,Master,2024-06-27,22917
545,35,30616,32,8446,190,108,Female,London,PhD,2024-06-28,17531
546,56,70072,93,39392,168,61,Male,London,Bachelor,2024-06-29,34305
547,49,44574,43,8461,171,98,Female,Nairobi,Master,2024-06-30,17748
548,41,23430,2,35587,154,108,Male,Stockholm,PhD,2024-07-01,2354
549,40,32676,60,11516,151,80,Female,Nairobi,PhD,2024-07-02,19030
550,49,30816,23,14749,179,78,Male,London,Bachelor,2024-07-03,11641
551,54,52733,83,18514,196,54,Male,Nairobi,High School,2024-07-04,12518
552,29,105680,31,36426,188,101,Female,New York,High School,2024-07-05,38717
553,30,22050,5,37268,153,74,Female,Stockholm,Bachelor,2024-07-06,6993
554,40,53933,83,25950,182,90,Female,Nairobi,PhD,2024-07-07,30492
555,42,44951,34,35888,162,80,Female,New York,Bachelor,2024-07-08,11408
556,52,52413,10,37788,169,70,Male,London,Master,2024-07-09,840
557,58,54801,89,11213,156,107,Male,Nairobi,High School,2024-07-10,26735
558,47,75619,2,37027,164,69,Male,London,Master,2024-07-11,24343
559,34,52913,11,29011,172,88,Female,New York,Bachelor,2024-07-12,8520
560,37,60600,50,43849,163,71,Male,London,Bachelor,2024-07-13,18287
561,42,77775,31,35591,172,53,Male,New York,PhD,2024-07-14,40208
562,39,110816,56,18858,168,62,Female,New York,PhD,2024-07-15,37316
563,30,110093,79,19626,178,94,Female,New York,PhD,2024-07-16,44582
564,36,55400,73,14467,169,91,Male,Nairobi,Master,2024-07-17,20666
565,53,24494,87,40758,178,99,Female,London,PhD,2024-07-18,5596
566,29,100688,83,4134,173,98,Male,London,Bachelor,2024-07-19,37655
567,58,109431,9,17743,167,69,Male,Stockholm,PhD,2024-07-20,32401
568,36,94691,99,16434,159,101,Female,Stockholm,High School,2024-07-21,36307
569,29,117419,21,48775,190,62,Male,Stockholm,PhD,2024-07-22,36752
570,26,63001,73,11233,157,66,Female,Stockholm,Master,2024-07-23,27521
571,24,87364,28,2141,175,103,Female,London,High School,2024-07-24,28258
572,45,65028,62,19019,178,85,Male,New York,High School,2024-07-25,19388
573,31,117659,7,21384,159,82,Male,New York,High School,2024-07-26,38428
574,48,57573,80,43903,166,50,Male,Nairobi,Master,2024-07-27,15525
575,36,20806,16,46734,151,64,Female,New York,Bachelor,2024-07-28,-2409
576,64,76638,97,37129,155,62,Male,London,PhD,2024-07-29,36387
577,33,49757,4,23967,154,66,Female,London,High School,2024-07-30,17862
578,22,54636,4,41603,177,73,Female,London,High School,2024-07-31,16503
579,52,100097,40,12172,190,107,Male,Nairobi,High School,2024-08-01,27051
580,29,68280,17,17390,154,57,Female,Stockholm,Bachelor,2024-08-02,18644
581,42,44262,52,4267,167,99,Male,New York,Bachelor,2024-08-03,17164
582,38,100435,93,40332,175,76,Male,London,Master,2024-08-04,31451
583,53,82211,52,27167,169,94,Male,London,Bachelor,2024-08-05,26168
584,40,74842,36,22312,190,72,Male,Stockholm,PhD,2024-08-06,29314
585,33,76979,38,28840,198,95,Male,London,Master,2024-08-07,34030
586,56,101470,50,19990,176,57,Male,New York,Master,2024-08-08,33343
587,62,58197,63,45179,198,57,Male,Nairobi,PhD,2024-08-09,27541
588,59,61844,63,6906,161,108,Female,London,PhD,2024-08-10,15282
589,56,84754,62,49796,156,75,Male,New York,PhD,2024-08-11,34923
590,31,54157,99,41379,152,96,Female,London,Master,2024-08-12,22127
591,48,97129,7,18297,159,108,Female,Stockholm,Master,2024-08-13,31375
592,22,60042,27,3011,183,62,Female,London,Master,2024-08-14,19473
593,52,81665,92,45014,174,88,Male,London,PhD,2024-08-15,40301
594,40,102856,86,47558,184,86,Female,Nairobi,PhD,2024-08-16,35084
595,46,47376,14,12738,165,98,Female,Stockholm,High School,2024-08-17,18750
596,60,75554,71,29797,151,77,Male,Stockholm,Bachelor,2024-08-18,28368
597,28,34199,86,48498,173,74,Male,Nairobi,High School,2024-08-19,18068
598,35,101412,5,12120,159,65,Female,London,PhD,2024-08-20,30004
599,64,70948,55,9767,187,104,Male,New York,Master,2024-08-21,22556
600,29,93781,2,23852,171,51,Male,Stockholm,PhD,2024-08-22,28263
601,26,92750,62,14703,175,103,Male,Stockholm,Bachelor,2024-08-23,33711
602,27,86262,91,1929,192,67,Male,London,High School,2024-08-24,36184
603,61,66600,21,12951,188,66,Female,London,High School,2024-08-25,22502
604,34,96898,79,27039,176,79,Male,Stockholm,Master,2024-08-26,40959
605,55,82483,21,49613,178,88,Male,London,High School,2024-08-27,31462
606,24,38297,10,30504,196,62,Male,New York,High School,2024-08-28,7235
607,63,50448,87,18438,187,81,Female,Stockholm,PhD,2024-08-29,28178
608,30,46172,58,49515,169,99,Female,New York,High School,2024-08-30,13719
609,57,62874,39,6744,176,78,Male,New York,High School,2024-08-31,25701
610,59,27657,5,19284,190,95,Male,London,High School,2024-09-01,11895
611,26,104386,65,43417,169,79,Female,New York,Master,2024-09-02,28259
612,44,45425,13,40748,193,67,Male,London,Master,2024-09-03,15392
613,19,46685,85,8069,168,62,Male,Nairobi,PhD,2024-09-04,20163
614,22,44578,90,43359,169,92,Female,London,High School,2024-09-05,18579
615,46,48831,85,20799,184,70,Male,New York,Master,2024-09-06,29903
616,54,27906,53,34210,196,79,Male,Nairobi,Master,2024-09-07,10403
617,55,81413,82,29226,151,70,Female,London,PhD,2024-09-08,28592
618,36,74028,45,5652,179,97,Female,New York,Bachelor,2024-09-09,27086
619,25,27287,32,25323,183,104,Male,Stockholm,High School,2024-09-10,14814
620,62,53660,36,43138,171,66,Female,Stockholm,Master,2024-09-11,18989
621,18,95758,81,8597,152,89,Male,London,PhD,2024-09-12,42659
622,39,80504,99,48093,155,68,Male,London,PhD,2024-09-13,36706
623,34,79720,60,38226,164,101,Male,Stockholm,PhD,2024-09-14,19024
624,24,54701,11,7591,176,64,Female,New York,Master,2024-09-15,14862
625,42,103300,63,26833,159,58,Female,New York,High School,2024-09-16,34480
626,62,37674,21,12826,158,101,Male,New York,Bachelor,2024-09-17,15799
627,21,103560,52,27417,182,59,Male,London,High School,2024-09-18,23143
628,53,43874,55,19693,181,93,Female,Nairobi,PhD,2024-09-19,31407
629,23,63642,26,15138,197,80,Female,Nairobi,PhD,2024-09-20,24347
630,48,117820,68,3169,155,102,Female,Nairobi,Bachelor,2024-09-21,42890
631,36,85160,34,19556,190,72,Male,Nairobi,High School,2024-09-22,34855
632,61,37602,52,23052,185,101,Female,Nairobi,PhD,2024-09-23,28198
633,56,108801,82,7313,151,79,Female,London,PhD,2024-09-24,45194
634,44,45931,99,9315,178,82,Male,London,High School,2024-09-25,28423
635,27,114377,93,9036,153,106,Male,Nairobi,PhD,2024-09-26,44266
636,43,49192,52,32778,150,101,Male,London,High School,2024-09-27,19249
637,36,66542,29,28734,168,58,Female,London,PhD,2024-09-28,20483
638,56,62520,38,24173,175,103,Male,Nairobi,High School,2024-09-29,18425
639,20,84772,42,31403,174,96,Male,New York,Bachelor,2024-09-30,26196
640,62,78762,21,1785,159,50,Male,London,PhD,2024-10-01,18975
641,30,70106,42,7139,164,93,Male,New York,Bachelor,2024-10-02,24852
642,45,101121,13,7344,171,84,Female,London,PhD,2024-10-03,23212
643,37,45559,64,19800,197,60,Male,London,PhD,2024-10-04,21022
644,45,53742,17,26372,170,83,Female,Nairobi,Master,2024-10-05,17640
645,25,89669,9,21538,171,65,Female,London,High School,2024-10-06,28535
646,58,100199,41,15973,185,58,Female,Stockholm,Bachelor,2024-10-07,31549
647,56,41754,1,6619,183,81,Male,Stockholm,Bachelor,2024-10-08,28010
648,18,23972,2,35704,179,64,Female,Nairobi,Bachelor,2024-10-09,14192
649,20,90831,60,37575,174,61,Male,New York,High School,2024-10-10,27026
650,30,61873,48,40919,194,82,Male,New York,Master,2024-10-11,24526
651,45,114661,29,43261,177,94,Male,New York,Bachelor,2024-10-12,34258
652,42,29903,97,46123,150,63,Female,Stockholm,High School,2024-10-13,13598
653,50,23020,10,28716,198,106,Male,New York,PhD,2024-10-14,1205
654,55,61755,58,4236,194,106,Male,New York,Bachelor,2024-10-15,26487
655,23,105956,60,16848,153,57,Male,Nairobi,Bachelor,2024-10-16,34379
656,61,106988,21,3352,156,57,Female,New York,Master,2024-10-17,39035
657,62,65648,28,2932,198,76,Female,Stockholm,Bachelor,2024-10-18,27463
658,49,29516,75,11913,158,61,Female,Stockholm,Bachelor,2024-10-19,23224
659,62,22396,34,9556,185,50,Male,Stockholm,PhD,2024-10-20,5856
660,64,104082,8,22300,168,92,Female,Nairobi,High School,2024-10-21,34401
661,38,39129,59,6498,150,89,Male,Nairobi,High School,2024-10-22,20800
662,33,21591,86,11582,159,91,Male,London,Master,2024-10-23,12706
663,38,31303,72,47633,185,100,Female,New York,PhD,2024-10-24,12732
664,28,50561,49,10569,158,60,Male,Nairobi,High School,2024-10-25,28115
665,54,91719,79,5857,194,88,Female,Stockholm,PhD,2024-10-26,36553
666,53,112108,17,1340,195,92,Male,Stockholm,High School,2024-10-27,38512
667,52,119616,60,44949,191,80,Female,Nairobi,PhD,2024-10-28,37774
668,36,106231,87,17766,181,66,Male,Nairobi,Master,2024-10-29,34472
669,37,27314,88,27132,181,82,Male,Nairobi,Bachelor,2024-10-30,14146
670,35,39623,45,9491,155,81,Male,London,Master,2024-10-31,15766
671,64,87675,83,1138,197,107,Male,Stockholm,High School,2024-11-01,29281
672,58,116826,69,1358,187,78,Male,London,Master,2024-11-02,41898
673,31,85082,32,10714,166,70,Female,London,Bachelor,2024-11-03,20282
674,32,103624,44,20840,159,70,Male,New York,Master,2024-11-04,29886
675,48,53130,65,35395,199,89,Female,Stockholm,High School,2024-11-05,25793
676,18,71756,87,31654,176,72,Female,Stockholm,High School,2024-11-06,33245
677,20,117624,8,26879,199,105,Female,Nairobi,Master,2024-11-07,34127
678,33,46292,77,16996,184,55,Male,Nairobi,Bachelor,2024-11-08,16498
679,40,106206,72,38772,170,71,Male,New York,Master,2024-11-09,33924
680,28,89274,87,27762,174,99,Male,London,Bachelor,2024-11-10,33615
681,29,22469,43,14283,177,87,Female,Nairobi,PhD,2024-11-11,14263
682,27,73947,1,40420,196,86,Male,Nairobi,Bachelor,2024-11-12,26925
683,49,42534,51,20554,164,94,Male,Stockholm,PhD,2024-11-13,15377
684,33,83620,24,21219,153,100,Female,Stockholm,Master,2024-11-14,21718
685,25,68874,99,35919,178,103,Female,Nairobi,Bachelor,2024-11-15,31901
686,55,69708,24,10429,158,57,Female,Stockholm,PhD,2024-11-16,19194
687,29,94553,17,47840,176,90,Female,New York,PhD,2024-11-17,27474
688,41,88344,5,45695,175,98,Female,Nairobi,PhD,2024-11-18,33629
689,45,69138,20,40673,168,84,Female,Stockholm,High School,2024-11-19,26876
690,25,74302,21,20218,177,100,Male,New York,Master,2024-11-20,25180
691,45,67638,58,13452,166,60,Female,Stockholm,PhD,2024-11-21,19731
692,53,98249,31,49980,192,73,Male,Stockholm,Bachelor,2024-11-22,33631
693,43,22719,11,19951,190,98,Male,Stockholm,PhD,2024-11-23,13228
694,25,42890,52,2307,191,70,Male,Nairobi,High School,2024-11-24,16188
695,45,97236,15,15852,199,100,Female,London,Master,2024-11-25,37426
696,45,56509,83,26232,169,51,Male,Stockholm,High School,2024-11-26,31716
697,54,62534,7,36428,194,89,Female,New York,High School,2024-11-27,27778
698,58,112241,28,44171,189,68,Female,Nairobi,High School,2024-11-28,37998
699,53,38787,51,27485,188,88,Male,Nairobi,Bachelor,2024-11-29,19673
700,44,68845,58,11238,198,77,Female,New York,Master,2024-11-30,33524
701,34,77932,5,39975,172,108,Male,Stockholm,Master,2024-12-01,26116
702,26,112124,5,2140,196,66,Male,London,Bachelor,2024-12-02,31631
703,50,111659,94,25842,181,55,Female,Stockholm,Master,2024-12-03,40654
704,37,53062,96,27421,196,68,Male,New York,High School,2024-12-04,26711
705,30,95713,8,2708,182,105,Male,Nairobi,Master,2024-12-05,23061
706,45,107263,64,4630,195,87,Male,London,Bachelor,2024-12-06,37862
707,46,115756,10,20595,154,77,Female,Nairobi,High School,2024-12-07,41209
708,30,80461,38,11485,192,51,Male,New York,Bachelor,2024-12-08,16982
709,63,95418,96,29308,197,87,Female,Stockholm,PhD,2024-12-09,45897
710,52,86672,92,45789,183,104,Female,London,High School,2024-12-10,40813
711,23,54832,81,27086,189,86,Male,Nairobi,High School,2024-12-11,22250
712,35,51966,95,17859,160,100,Male,Nairobi,Master,2024-12-12,27806
713,22,92545,8,8684,199,101,Female,Nairobi,High School,2024-12-13,28579
714,64,32987,25,26552,152,53,Female,Stockholm,Bachelor,2024-12-14,18546
715,42,57311,73,2207,182,71,Male,London,Master,2024-12-15,29406
716,19,51575,66,47099,160,75,Male,Stockholm,PhD,2024-12-16,15072
717,27,83852,79,2960,165,98,Female,Stockholm,Bachelor,2024-12-17,35991
718,47,21007,50,1557,167,92,Female,Stockholm,PhD,2024-12-18,10273
719,62,90981,67,30689,179,85,Female,New York,PhD,2024-12-19,34408
720,22,96242,49,49651,197,107,Female,New York,PhD,2024-12-20,30131
721,50,67517,36,14893,159,62,Female,New York,High School,2024-12-21,32595
722,18,49257,68,33272,167,101,Male,London,Bachelor,2024-12-22,26777
723,35,107272,78,1882,187,107,Female,Stockholm,Bachelor,2024-12-23,36282
724,49,62207,41,38529,168,81,Female,Stockholm,High School,2024-12-24,16089
725,64,33281,89,39635,185,66,Male,New York,Master,2024-12-25,16955
726,28,81246,62,30535,162,90,Male,Stockholm,PhD,2024-12-26,32746
727,38,21435,10,13869,195,85,Female,Stockholm,Bachelor,2024-12-27,8631
728,43,118875,21,8166,152,104,Female,Nairobi,High School,2024-12-28,44028
729,42,111357,36,13982,159,109,Male,Stockholm,PhD,2024-12-29,40956
730,39,46660,12,41697,187,95,Female,Nairobi,Master,2024-12-30,20045
731,44,25084,91,39115,150,68,Female,Stockholm,Master,2024-12-31,18259
732,30,102197,2,8269,176,107,Male,London,PhD,2025-01-01,23912
733,50,33507,13,29064,195,109,Female,New York,Master,2025-01-02,10373
734,51,92595,53,14527,157,84,Male,Nairobi,Bachelor,2025-01-03,38378
735,58,103807,32,3454,195,95,Male,New York,Bachelor,2025-01-04,34084
736,52,65539,95,21878,191,89,Male,Nairobi,Bachelor,2025-01-05,31677
737,18,27491,16,13991,166,105,Male,Nairobi,Master,2025-01-06,8253
738,38,70192,32,3808,158,108,Female,Nairobi,Bachelor,2025-01-07,19108
739,23,100395,32,40410,155,77,Male,London,High School,2025-01-08,32701
740,45,83888,98,37593,192,50,Female,Stockholm,Bachelor,2025-01-09,36511
741,34,93609,11,37304,174,91,Female,Nairobi,Bachelor,2025-01-10,25904
742,22,29077,10,31386,188,67,Female,London,Master,2025-01-11,8544
743,48,40953,15,49077,198,97,Female,Nairobi,Bachelor,2025-01-12,9088
744,22,96919,17,4802,177,89,Female,Stockholm,PhD,2025-01-13,36371
745,55,87889,40,29753,182,82,Male,Nairobi,High School,2025-01-14,28894
746,20,43821,18,22083,186,61,Male,London,Master,2025-01-15,22210
